catagery_name,subcatagery_link,subcatagery_name,subcatofcat_link,subcatofcat_name
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/union-fabric/4-seat-sectional?sku=FLRST-SL-UN-S4-A2-C0-IVF-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/field-fabric/4-piece-sectional?sku=FLRST-SL-FD-S4-A2-C0-OA-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/range-fabric/4-piece-sectional?sku=FLRST-SL-RG-S4-A2-C0-MG-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/mambo/4-piece-sectional?sku=FLRST-SL-MB-S4-LA2-C0-CGF-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/nomad-leather/5-seat-corner-sectional?sku=NLSL-TN-5-LO-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/nomad-leather/6-seat-corner-sectional?sku=NLSL-TN-6-LO-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/nomad-leather/7-seat-corner-sectional?sku=NLSL-TN-7-LO-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/mambo/5-piece-sectional?sku=FLRST-SL-MB-S5-LA2-C0-TNL-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/mambo/6-piece-sectional?sku=FLRST-SL-MB-S6-LA2-C0-TNL-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/mambo/7-piece-sectional?sku=FLRST-SL-MB-S7-LA2-C0-TNL-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/nomad-fabric/5-seat-corner-sectional?sku=NSL-GC-5-MD-DW,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/nomad-velvet/6-seat-corner-sectional?sku=NVSL-MN-6-MD-DW&seating-pillows=ALRSA-BT-NDV,Corner Sectionals
Seating,https://burrow.com/living-room/seating,All Seating,https://burrow.com/nomad-velvet/7-seat-corner-sectional?sku=NVSL-MN-7-MD-DW&seating-pillows=ALRSA-BT-NDV,Corner Sectionals
